,pmid,geneId,follicleId,pre_label,abstract,follicleName,geneName
409,31221080,192199,F000001,1,"""Synchronous profiling and analysis of mRNAs and ncRNAs in the dermal papilla cells from cashmere goats. BACKGROUND: Dermal papilla cells (DPCs), the """"signaling center"""" of hair follicle (HF), delicately master continual growth of hair in mammals including cashmere, the fine fiber annually produced by secondary HF embedded in cashmere goat skins. Such unparalleled capacity bases on their exquisite character in instructing the cellular activity of hair-forming keratinocytes via secreting numerous molecular signals. Past studies suggested microRNA (miRNAs) and long non-coding RNAs (lncRNAs) play essential roles in a wide variety of biological process, including HF cycling. However, their roles and related molecular mechanisms in modulating DPCs secretory activities are still poorly understood. RESULTS: Here, we separately cultivated DPCs and their functionally and morphologically distinct dermal fibroblasts (DFs) from cashmere goat skins at anagen. With the advantage of high throughput RNA-seq, we synchronously identified 2540 lncRNAs and 536 miRNAs from two types of cellular samples at 4th passages. Compared with DFs, 1286 mRNAs, 18 lncRNAs, and 42 miRNAs were upregulated, while 1254 mRNAs, 53 lncRNAs and 44 miRNAs were downregulated in DPCs. Through overlapping with mice data, we ultimately defined 25 core signatures of DPCs, including HOXC8 and RSPO1, two crucial activators for hair follicle stem cells (HFSCs). Subsequently, we emphatically investigated the impacts of miRNAs and lncRNAs (cis- and trans- acting) on the genes, indicating that ncRNAs extensively exert negative and positive effects on their expressions. Furthermore, we screened lncRNAs acting as competing endogenous RNAs (ceRNAs) to sponge miRNAs and relief their repressive effects on targeted genes, and constructed related lncRNAs-miRNAs-HOXC8/RSPO1 interactive lines using bioinformatic tools. As a result, XR_310320.3-chi-miR-144-5p-HOXC8, XR_311077.2-novel_624-RSPO1 and others lines appeared, displaying that lncRNAs might serve as ceRNAs to indirectly adjust HFSCs status in hair growth. CONCLUSION: The present study provides an unprecedented inventory of lncRNAs, miRNAs and mRNAs in goat DPCs and DFs. We also exhibit some miRNAs and lncRNAs potentially participate in the modulation of HFSCs activation via delicately adjusting core signatures of DPCs. Our report shines new light on the latent roles and underlying molecular mechanisms of ncRNAs on hair growth.""",hair Follicle,RSPO1
410,32082154,16449,F000001,1,"Jagged1 and Epidermal Growth Factor Promoted Androgen-Suppressed Mouse Hair Growth In Vitro and In Vivo. Recent studies have reported that T-reg cells are intimately linked with hair follicles in a stage-dependent manner and play an important role in hair follicle cycling and regeneration in murine skin. Further study revealed that T-reg cell's regulation of hair follicle growth is through its preferential expression of the Notch ligand Jagged-1 (Jag1), which facilitates hair follicle regeneration. However, the role of Jag1 in androgen-suppressed hair growth is yet to be investigated. In addition, although epidermal growth factor (EGF) is a mitogen for cells including skin cells, whether it works synergistically with Jag1 to enhance hair follicle development is unknown. The current study intended to investigate effects of topical application of Jag1 on androgen-suppressed hair growth, and to determine the potential synergistic effect of EGF and Jag1 in this process in vivo. Fifty mice were depilated at the dorsal back area to achieve synchronized anagen development, and randomly divided into five groups with the following topical treatments control for 14 days; testosterone to induce androgenetic alopecia; Jagged1 (testosterone + Jagged1); EGF (testosterone + EGF); and Jagged1 + EGF (testosterone + Jagged1 + EGF). It was found that EGF and Jag1 by itself respectively, did not promote androgen-suppressed hair growth significantly. This stimulating effect was enhanced in the presence of both EGF and Jagged1 (p < 0.05). The hair growth promoting effect was accompanied by better follicle growth, which is associated with increased cell proliferation in the hair follicle and altered the expression of genes that are important in hair follicular cell proliferation and differentiation. Our results provide insights into the therapeutic potential of these peptides for androgenetic alopecia.",hair Follicles,Jagged1
411,32082154,13645,F000001,1,"Jagged1 and Epidermal Growth Factor Promoted Androgen-Suppressed Mouse Hair Growth In Vitro and In Vivo. Recent studies have reported that T-reg cells are intimately linked with hair follicles in a stage-dependent manner and play an important role in hair follicle cycling and regeneration in murine skin. Further study revealed that T-reg cell's regulation of hair follicle growth is through its preferential expression of the Notch ligand Jagged-1 (Jag1), which facilitates hair follicle regeneration. However, the role of Jag1 in androgen-suppressed hair growth is yet to be investigated. In addition, although epidermal growth factor (EGF) is a mitogen for cells including skin cells, whether it works synergistically with Jag1 to enhance hair follicle development is unknown. The current study intended to investigate effects of topical application of Jag1 on androgen-suppressed hair growth, and to determine the potential synergistic effect of EGF and Jag1 in this process in vivo. Fifty mice were depilated at the dorsal back area to achieve synchronized anagen development, and randomly divided into five groups with the following topical treatments control for 14 days; testosterone to induce androgenetic alopecia; Jagged1 (testosterone + Jagged1); EGF (testosterone + EGF); and Jagged1 + EGF (testosterone + Jagged1 + EGF). It was found that EGF and Jag1 by itself respectively, did not promote androgen-suppressed hair growth significantly. This stimulating effect was enhanced in the presence of both EGF and Jagged1 (p < 0.05). The hair growth promoting effect was accompanied by better follicle growth, which is associated with increased cell proliferation in the hair follicle and altered the expression of genes that are important in hair follicular cell proliferation and differentiation. Our results provide insights into the therapeutic potential of these peptides for androgenetic alopecia.",hair Follicles,Epidermal Growth Factor
412,32082154,13645,F000002,1,"Jagged1 and Epidermal Growth Factor Promoted Androgen-Suppressed Mouse Hair Growth In Vitro and In Vivo. Recent studies have reported that T-reg cells are intimately linked with hair follicles in a stage-dependent manner and play an important role in hair follicle cycling and regeneration in murine skin. Further study revealed that T-reg cell's regulation of hair follicle growth is through its preferential expression of the Notch ligand Jagged-1 (Jag1), which facilitates hair follicle regeneration. However, the role of Jag1 in androgen-suppressed hair growth is yet to be investigated. In addition, although epidermal growth factor (EGF) is a mitogen for cells including skin cells, whether it works synergistically with Jag1 to enhance hair follicle development is unknown. The current study intended to investigate effects of topical application of Jag1 on androgen-suppressed hair growth, and to determine the potential synergistic effect of EGF and Jag1 in this process in vivo. Fifty mice were depilated at the dorsal back area to achieve synchronized anagen development, and randomly divided into five groups with the following topical treatments control for 14 days; testosterone to induce androgenetic alopecia; Jagged1 (testosterone + Jagged1); EGF (testosterone + EGF); and Jagged1 + EGF (testosterone + Jagged1 + EGF). It was found that EGF and Jag1 by itself respectively, did not promote androgen-suppressed hair growth significantly. This stimulating effect was enhanced in the presence of both EGF and Jagged1 (p < 0.05). The hair growth promoting effect was accompanied by better follicle growth, which is associated with increased cell proliferation in the hair follicle and altered the expression of genes that are important in hair follicular cell proliferation and differentiation. Our results provide insights into the therapeutic potential of these peptides for androgenetic alopecia.",hair Follicle development,Epidermal Growth Factor
413,32689985,842;836,F000004,1,"Human placenta induces hair regrowth in chemotherapy-induced alopecia via inhibition of apoptotic factors and proliferation of hair follicles. BACKGROUND: The human placenta (HP) is a complex organ used to alleviate tiredness and promote wound healing. Previous research showed the hair growth-promoting effect of HP. However, no reports have addressed the effects of HP on hair regrowth in chemotherapy-induced alopecia. In this study, we investigated the effects of HP on the apoptosis and proliferation of hair follicles in chemotherapy-induced alopecia. METHODS: Male C57BL/6 mice in telogen were depilated to enter anagen. After 9 days, dystrophic catagen was induced by the intraperitoneal injection of 150 mg/kg cyclophosphamide. During 9 to 16 days, 0.1 and 1 mg/mL HP were topically applied to depilated dorsal skin. RESULTS: Dystrophic hair follicles by cyclophosphamide were recovered by HP treatment. New hair shafts containing hair fibers appeared to be straight after HP treatment. Immunohistological staining revealed a significant increase of Ki67-positive cells in hair follicles treated with 1 mg/mL HP. Topical HP treatment increased the ratio of Bcl-2/Bax, while it attenuated the expression of pro-apoptotic Bax, p53, and cytochrome c with caspase-9 and -3. In addition, the expression of KGF and the phosphorylation of AKT were upregulated by HP treatment. CONCLUSION: These results suggest that HP treatment induced hair growth by inhibiting apoptosis and promoting the proliferation of hair follicles. HP may be useful for treating chemotherapy-induced alopecia.",hair regrowth,caspase-9 and -3
414,32689985,842;836,F000001,1,"Human placenta induces hair regrowth in chemotherapy-induced alopecia via inhibition of apoptotic factors and proliferation of hair follicles. BACKGROUND: The human placenta (HP) is a complex organ used to alleviate tiredness and promote wound healing. Previous research showed the hair growth-promoting effect of HP. However, no reports have addressed the effects of HP on hair regrowth in chemotherapy-induced alopecia. In this study, we investigated the effects of HP on the apoptosis and proliferation of hair follicles in chemotherapy-induced alopecia. METHODS: Male C57BL/6 mice in telogen were depilated to enter anagen. After 9 days, dystrophic catagen was induced by the intraperitoneal injection of 150 mg/kg cyclophosphamide. During 9 to 16 days, 0.1 and 1 mg/mL HP were topically applied to depilated dorsal skin. RESULTS: Dystrophic hair follicles by cyclophosphamide were recovered by HP treatment. New hair shafts containing hair fibers appeared to be straight after HP treatment. Immunohistological staining revealed a significant increase of Ki67-positive cells in hair follicles treated with 1 mg/mL HP. Topical HP treatment increased the ratio of Bcl-2/Bax, while it attenuated the expression of pro-apoptotic Bax, p53, and cytochrome c with caspase-9 and -3. In addition, the expression of KGF and the phosphorylation of AKT were upregulated by HP treatment. CONCLUSION: These results suggest that HP treatment induced hair growth by inhibiting apoptosis and promoting the proliferation of hair follicles. HP may be useful for treating chemotherapy-induced alopecia.",hair Follicles,caspase-9 and -3
415,32689985,207,F000004,1,"Human placenta induces hair regrowth in chemotherapy-induced alopecia via inhibition of apoptotic factors and proliferation of hair follicles. BACKGROUND: The human placenta (HP) is a complex organ used to alleviate tiredness and promote wound healing. Previous research showed the hair growth-promoting effect of HP. However, no reports have addressed the effects of HP on hair regrowth in chemotherapy-induced alopecia. In this study, we investigated the effects of HP on the apoptosis and proliferation of hair follicles in chemotherapy-induced alopecia. METHODS: Male C57BL/6 mice in telogen were depilated to enter anagen. After 9 days, dystrophic catagen was induced by the intraperitoneal injection of 150 mg/kg cyclophosphamide. During 9 to 16 days, 0.1 and 1 mg/mL HP were topically applied to depilated dorsal skin. RESULTS: Dystrophic hair follicles by cyclophosphamide were recovered by HP treatment. New hair shafts containing hair fibers appeared to be straight after HP treatment. Immunohistological staining revealed a significant increase of Ki67-positive cells in hair follicles treated with 1 mg/mL HP. Topical HP treatment increased the ratio of Bcl-2/Bax, while it attenuated the expression of pro-apoptotic Bax, p53, and cytochrome c with caspase-9 and -3. In addition, the expression of KGF and the phosphorylation of AKT were upregulated by HP treatment. CONCLUSION: These results suggest that HP treatment induced hair growth by inhibiting apoptosis and promoting the proliferation of hair follicles. HP may be useful for treating chemotherapy-induced alopecia.",hair regrowth,AKT
416,32707304,101116876,F000001,1,"Comparative investigation of coarse and fine wool sheep skin indicates the early regulators for skin and wool diversity. The hair follicle is an excellent mini-system illustrating the mechanisms governing organogenesis and regeneration. Although the general mechanisms modulating skin and hair follicle development are widely studied in mouse and chicken models, the delicate network regulating skin and hair diversity remains largely unclear. Sheep is an additional model to address the various wool characteristics observed in nature. The coarse and fine wool sheep with diverse fibers were examined to show differences in the primary wool follicle size and skin thickness. The molecular dynamics in skin staged at the primary wool follicle induction between two sheep lines were investigated by RNA-sequencing analyses to generate 1994 differentially expressed genes revealing marker genes for epithelium (6 genes), dermal condensate (38 genes) and dermal fibroblast (58 genes) highly correlated with skin and wool follicle morphological differences. The DEGs were enriched in GO terms represented by epithelial cell migration and differentiation, regulation of hair follicle development and ectodermal placode formation, and KEGG pathways typified by WNT and Hedgehog signaling pathways governing the differences of skin structure. The qPCR detection of 9 genes confirmed the similar expression tendency with RNA-sequencing profiles. This comparative study of coarse and fine wool sheep skin reveals the presence of skin and wool follicle differences at primary wool follicle induction stage, and indicates the potential effectors (APCDD1, FGF20, DKK1, IGFBP3 and SFRP4) regulating the skin compartments during the early morphogenesis of primary wool follicles to shape the variable wool fiber thickness in later developmental stages.",hair Follicle,DKK1
417,32965076,5443,F000001,1,"The biology of human hair greying. Hair greying (canities) is one of the earliest, most visible ageing-associated phenomena, whose modulation by genetic, psychoemotional, oxidative, senescence-associated, metabolic and nutritional factors has long attracted skin biologists, dermatologists, and industry. Greying is of profound psychological and commercial relevance in increasingly ageing populations. In addition, the onset and perpetuation of defective melanin production in the human anagen hair follicle pigmentary unit (HFPU) provides a superb model for interrogating the molecular mechanisms of ageing in a complex human mini-organ, and greying-associated defects in bulge melanocyte stem cells (MSCs) represent an intriguing system of neural crest-derived stem cell senescence. Here, we emphasize that human greying invariably begins with the gradual decline in melanogenesis, including reduced tyrosinase activity, defective melanosome transfer and apoptosis of HFPU melanocytes, and is thus a primary event of the anagen hair bulb, not the bulge. Eventually, the bulge MSC pool becomes depleted as well, at which stage greying becomes largely irreversible. There is still no universally accepted model of human hair greying, and the extent of genetic contributions to greying remains unclear. However, oxidative damage likely is a crucial driver of greying via its disruption of HFPU melanocyte survival, MSC maintenance, and of the enzymatic apparatus of melanogenesis itself. While neuroendocrine factors [e.g. alpha melanocyte-stimulating hormone (alpha-MSH), adrenocorticotropic hormone (ACTH), ss-endorphin, corticotropin-releasing hormone (CRH), thyrotropin-releasing hormone (TRH)], and micropthalmia-associated transcription factor (MITF) are well-known regulators of human hair follicle melanocytes and melanogenesis, how exactly these and other factors [e.g. thyroid hormones, hepatocyte growth factor (HGF), P-cadherin, peripheral clock activity] modulate greying requires more detailed study. Other important open questions include how HFPU melanocytes age intrinsically, how psychoemotional stress impacts this process, and how current insights into the gerontobiology of the human HFPU can best be translated into retardation or reversal of greying.",hair Follicle,alpha melanocyte-stimulating hormone
418,32965076,4286,F000001,1,"The biology of human hair greying. Hair greying (canities) is one of the earliest, most visible ageing-associated phenomena, whose modulation by genetic, psychoemotional, oxidative, senescence-associated, metabolic and nutritional factors has long attracted skin biologists, dermatologists, and industry. Greying is of profound psychological and commercial relevance in increasingly ageing populations. In addition, the onset and perpetuation of defective melanin production in the human anagen hair follicle pigmentary unit (HFPU) provides a superb model for interrogating the molecular mechanisms of ageing in a complex human mini-organ, and greying-associated defects in bulge melanocyte stem cells (MSCs) represent an intriguing system of neural crest-derived stem cell senescence. Here, we emphasize that human greying invariably begins with the gradual decline in melanogenesis, including reduced tyrosinase activity, defective melanosome transfer and apoptosis of HFPU melanocytes, and is thus a primary event of the anagen hair bulb, not the bulge. Eventually, the bulge MSC pool becomes depleted as well, at which stage greying becomes largely irreversible. There is still no universally accepted model of human hair greying, and the extent of genetic contributions to greying remains unclear. However, oxidative damage likely is a crucial driver of greying via its disruption of HFPU melanocyte survival, MSC maintenance, and of the enzymatic apparatus of melanogenesis itself. While neuroendocrine factors [e.g. alpha melanocyte-stimulating hormone (alpha-MSH), adrenocorticotropic hormone (ACTH), ss-endorphin, corticotropin-releasing hormone (CRH), thyrotropin-releasing hormone (TRH)], and micropthalmia-associated transcription factor (MITF) are well-known regulators of human hair follicle melanocytes and melanogenesis, how exactly these and other factors [e.g. thyroid hormones, hepatocyte growth factor (HGF), P-cadherin, peripheral clock activity] modulate greying requires more detailed study. Other important open questions include how HFPU melanocytes age intrinsically, how psychoemotional stress impacts this process, and how current insights into the gerontobiology of the human HFPU can best be translated into retardation or reversal of greying.",hair Follicle,micropthalmia-associated transcription factor
419,33077863,18548,F000013,1,"Hair growth promotion by necrostatin-1s. Necrostatins (Necs) have been developed as a receptor-interacting protein kinase 1 (RIPK1) inhibitor, thus inhibiting necroptosis. In this current study, we have investigated the possible involvement of necroptosis in the hair cycle regulation and further examined its underlying molecular mechanisms. Diverse RIPK1/3 inhibitors and siRNA were tested in the human outer-root sheath (ORS) cells and animal models. The expression and hair cycle-dependent expression of RIPK 1, respectively, were investigated in the hair follicles (HF) of human, pig, and the mouse. Resulting from the experiment, Nec-1s was most effective in the hair growth promotion among several inhibitors. Nec-1s induced the ORS cell proliferation and migration, and increased the HF length in mouse and pig organ cultures. In addition, it accelerated the telogen-to-anagen transition and elongated the anagen period in the mouse model. Both apoptosis and necroptosis were detected in hair cycle. RIPK1 and RIPK3 were highly expressed in ORS cells during the hair regression period. Nec-1s upregulated the mRNA expression of Wnt3a and Wnt5b, and the activity of beta-catenin. Collectively, Nec-1s promotes hair growth through inhibiting necroptosis and activating the Wnt/beta-catenin pathway. Necroptosis is involved in hair cycle regression, and Nec-1s is a promising target for hair-loss treatment.",hair cycle,Nec-1
420,34166749,54250,F000003,1,"Hair growth predicts a depression-like phenotype in rats as a mirror of stress traceability. As a subjective mood-related disorder with an unclear mechanism, depression has many problems in its diagnosis, which offers great space and value for research. At present, the methods commonly used to judge whether an animal model of depression has been established are mainly by biochemical index detection and behavioral tests, both of which inevitably cause stress in animals. Stress-induced hair growth inhibition has been widely reported in humans and animals. The simplicity of collecting hair samples and the observable state of hair growth has significant advantages; we tried to explore whether the parameters related to hair growth could be used as auxiliary indicators to evaluate a depression model in animals. The length and weight of the hair were calculated. Correlation analysis was conducted between the depressive behavioral results and the glucocorticoid levels in hair and serum. Learned helplessness combined with chronic restraint stress, and chronic unpredictable stress in the animal were detectable by superficial observation, weight ratio, and length of hair, and follicular development scores were significantly reduced compared to the control. The hair growth parameters of rats with depression, the rise in corticosterone, and the corresponding changes in behavioral parameters were significantly correlated. The neurotrophic factors, glucocorticoid-receptor (GR), brain-derived neurotrophic factor (BDNF), fibroblast growth factor 2 (FGF2), and fibroblast growth factor 5 (FGF5), are associated with depression and hair growth. Significant differences were detected between the stress and control groups, suggesting that the mechanism underlying the stress-phenomenon inhibition of hair growth may be related to growth factor mediation.",Hair growth,fibroblast growth factor 2
421,34675331,5836,F000003,1,"Human hair follicles operate an internal Cori cycle and modulate their growth via glycogen phosphorylase. Hair follicles (HFs) are unique, multi-compartment, mini-organs that cycle through phases of active hair growth and pigmentation (anagen), apoptosis-driven regression (catagen) and relative quiescence (telogen). Anagen HFs have high demands for energy and biosynthesis precursors mainly fulfilled by aerobic glycolysis. Histochemistry reports the outer root sheath (ORS) contains high levels of glycogen. To investigate a functional role for glycogen in the HF we quantified glycogen by Periodic-Acid Schiff (PAS) histomorphometry and colorimetric quantitative assay showing ORS of anagen VI HFs contained high levels of glycogen that decreased in catagen. qPCR and immunofluorescence microscopy showed the ORS expressed all enzymes for glycogen synthesis and metabolism. Using human ORS keratinocytes (ORS-KC) and ex vivo human HF organ culture we showed active glycogen metabolism by nutrient starvation and use of a specific glycogen phosphorylase (PYGL) inhibitor. Glycogen in ORS-KC was significantly increased by incubation with lactate demonstrating a functional Cori cycle. Inhibition of PYGL significantly stimulated the ex vivo growth of HFs and delayed onset of catagen. This study defines translationally relevant and therapeutically targetable new features of HF metabolism showing that human scalp HFs operate an internal Cori cycle, synthesize glycogen in the presence of lactate and modulate their growth via PYGL activity. Human hair follicles operate an internal Cori cycle and modulate their growth via glycogen phosphorylase. Hair follicles (HFs) are unique, multi-compartment, mini-organs that cycle through phases of active hair growth and pigmentation (anagen), apoptosis-driven regression (catagen) and relative quiescence (telogen). Anagen HFs have high demands for energy and biosynthesis precursors mainly fulfilled by aerobic glycolysis. Histochemistry reports the outer root sheath (ORS) contains high levels of glycogen. To investigate a functional role for glycogen in the HF we quantified glycogen by Periodic-Acid Schiff (PAS) histomorphometry and colorimetric quantitative assay showing ORS of anagen VI HFs contained high levels of glycogen that decreased in catagen. qPCR and immunofluorescence microscopy showed the ORS expressed all enzymes for glycogen synthesis and metabolism. Using human ORS keratinocytes (ORS-KC) and ex vivo human HF organ culture we showed active glycogen metabolism by nutrient starvation and use of a specific glycogen phosphorylase (PYGL) inhibitor. Glycogen in ORS-KC was significantly increased by incubation with lactate demonstrating a functional Cori cycle. Inhibition of PYGL significantly stimulated the ex vivo growth of HFs and delayed onset of catagen. This study defines translationally relevant and therapeutically targetable new features of HF metabolism showing that human scalp HFs operate an internal Cori cycle, synthesize glycogen in the presence of lactate and modulate their growth via PYGL activity.",hair growth,PYGL
422,35408575,29357,F000003,1,"5-Bromo-3,4-dihydroxybenzaldehyde Promotes Hair Growth through Activation of Wnt/beta-Catenin and Autophagy Pathways and Inhibition of TGF-beta Pathways in Dermal Papilla Cells. Various studies addressing the increasing problem of hair loss, using natural products with few side effects, have been conducted. 5-bromo-3,4-dihydroxybenzaldehyde (BDB) exhibited anti-inflammatory effects in mouse models of atopic dermatitis and inhibited UVB-induced oxidative stress in keratinocytes. Here, we investigated its stimulating effect and the underlying mechanism of action on hair growth using rat vibrissa follicles and dermal papilla cells (DPCs), required for the regulation of hair cycle and length. BDB increased the length of hair fibers in rat vibrissa follicles and the proliferation of DPCs, along with causing changes in the levels of cell cycle-related proteins. We investigated whether BDB could trigger anagen-activating signaling pathways, such as the Wnt/beta-catenin pathway and autophagy in DPCs. BDB induces activation of the Wnt/beta-catenin pathway through the phosphorylation of GSG3beta and beta-catenin. BDB increased the levels of autophagic vacuoles and autophagy regulatory proteins Atg7, Atg5, Atg16L, and LC3B. We also investigated whether BDB inhibits the TGF-beta pathway, which promotes transition to the catagen phase. BDB inhibited the phosphorylation of Smad2 induced by TGF-beta1. Thus, BDB can promote hair growth by modulating anagen signaling by activating Wnt/beta-catenin and autophagy pathways and inhibiting the TGF-beta pathway in DPCs.",Hair Growth,Smad2
423,35631533,17470,F000001,1,"Minoxidil Nanoparticles Targeting Hair Follicles Enhance Hair Growth in C57BL/6 Mice. We previously found that 1% minoxidil (MXD) nanoparticles prepared using a bead mill method led to an increase I n hair follicle delivery and hair growth in C57BL/6 mice. In the present study, we designed a nanoparticle formulation containing 5% MXD (MXD-NPs) using the bead mill method and investigated the hair-growth effect of MXD-NPs and a commercially available MXD solution (CA-MXD). Hair growth and in vivo permeation studies were conducted using C57BL/6 mice. Moreover, we examined the MXD contents in the upper (hair bulge) and the lower hair follicle (hair bulb) and observed the hair follicle epithelial stem cells (HFSC) by immunohistochemical staining using the CD200 antibody. The mean particle size of the MXD in the MXD-NPs was 139.8 nm +- 8.9 nm. The hair-growth effect of the MXD-NPs was higher than that of CA-MXD, and the MXD content in the hair bulge of mice treated with MXD-NPs was 7.4-fold that of the mice treated with CA-MXD. In addition, the activation of HFSC was observed around the bulge in the MXD-NPs-treated mice. We showed that MXD-NPs enable the accumulation of MXD in the upper hair follicles more efficiently than CA-MXD, leading the activation of HFSC and the hair growth.",Hair Follicles,CD200
424,15331398,18121,F000001,1,"Bone morphogenetic protein signaling regulates postnatal hair follicle differentiation and cycling. Hair follicle morphogenesis and cycling were examined in transgenic mice that overexpress the bone morphogenetic protein (BMP) inhibitor Noggin under the control of the neuron-specific enolase promoter. The Noggin transgene was misexpressed in the proximal portion of the hair follicle, primarily the matrix cells, apart from the usual expression in neurons. Transgene expression appeared only after induction of both the primary (tylotrich) and secondary (nontylotrich) pelage hair follicles had already occurred, thus allowing examination of the role of BMP signaling in follicles that had been induced normally in the presence of BMPs. The overexpression of Noggin in these animals resulted in a dramatic loss of hair postnatally. There was an apparently normal, but shortened period of postnatal hair follicle morphogenesis, followed by premature initiation of hair follicle cycling via entry into the first catagen transformation. This resulted in a complete loss of hair shafts from the nontylotrich hair follicles in these mice while the tylotrich hair follicles were normal. The onset of anagen of the first postnatal hair follicle cycle was also accelerated in the transgenic mice. Our results show that BMP signaling is specifically required for proper proliferation and differentiation during late morphogenesis of nontylotrich hair follicles and that inhibition of this signaling pathway may be one of the triggers for the onset of catagen when the follicles are in anagen and the onset of anagen when the follicles are in telogen. Ectopic sebocyte differentiation was another hallmark of the phenotype of these transgenic mice suggesting that BMP signaling may be an important determinant of lineage selection by common progenitor cells in the skin. BMPs likely promote a hair follicle-type differentiation pathway of keratinocytes while suppressing the sebaceous differentiation pathway of skin epithelium.",hair Follicle,Noggin
425,15331398,13807,F000001,1,"Bone morphogenetic protein signaling regulates postnatal hair follicle differentiation and cycling. Hair follicle morphogenesis and cycling were examined in transgenic mice that overexpress the bone morphogenetic protein (BMP) inhibitor Noggin under the control of the neuron-specific enolase promoter. The Noggin transgene was misexpressed in the proximal portion of the hair follicle, primarily the matrix cells, apart from the usual expression in neurons. Transgene expression appeared only after induction of both the primary (tylotrich) and secondary (nontylotrich) pelage hair follicles had already occurred, thus allowing examination of the role of BMP signaling in follicles that had been induced normally in the presence of BMPs. The overexpression of Noggin in these animals resulted in a dramatic loss of hair postnatally. There was an apparently normal, but shortened period of postnatal hair follicle morphogenesis, followed by premature initiation of hair follicle cycling via entry into the first catagen transformation. This resulted in a complete loss of hair shafts from the nontylotrich hair follicles in these mice while the tylotrich hair follicles were normal. The onset of anagen of the first postnatal hair follicle cycle was also accelerated in the transgenic mice. Our results show that BMP signaling is specifically required for proper proliferation and differentiation during late morphogenesis of nontylotrich hair follicles and that inhibition of this signaling pathway may be one of the triggers for the onset of catagen when the follicles are in anagen and the onset of anagen when the follicles are in telogen. Ectopic sebocyte differentiation was another hallmark of the phenotype of these transgenic mice suggesting that BMP signaling may be an important determinant of lineage selection by common progenitor cells in the skin. BMPs likely promote a hair follicle-type differentiation pathway of keratinocytes while suppressing the sebaceous differentiation pathway of skin epithelium.",hair Follicle,neuron-specific enolase
426,15654948,3815,F000013,1,"Hair follicle pigmentation. Hair shaft melanin components (eu- or/and pheomelanin) are a long-lived record of precise interactions in the hair follicle pigmentary unit, e.g., between follicular melanocytes, keratinocytes, and dermal papilla fibroblasts. Follicular melanogenesis (FM) involves sequentially the melanogenic activity of follicular melanocytes, the transfer of melanin granules into cortical and medulla keratinocytes, and the formation of pigmented hair shafts. This activity is in turn regulated by an array of enzymes, structural and regulatory proteins, transporters, and receptors and their ligands, acting on the developmental stages, cellular, and hair follicle levels. FM is stringently coupled to the anagen stage of the hair cycle, being switched-off in catagen to remain absent through telogen. At the organ level FM is precisely coupled to the life cycle of melanocytes with changes in their compartmental distribution and accelerated melanoblast/melanocyte differentiation with enhanced secretory activity. The melanocyte compartments in the upper hair follicle also provides a reservoir for the repigmentation of epidermis and, for the cyclic formation of new anagen hair bulbs. Melanin synthesis and pigment transfer to bulb keratinocytes are dependent on the availability of melanin precursors, and regulation by signal transduction pathways intrinsic to skin and hair follicle, which are both receptor dependent and independent, act through auto-, para- or intracrine mechanisms and can be modified by hormonal signals. The important regulators are MC1 receptor its and adrenocorticotropic hormone, melanocyte stimulating hormone, agouti protein ligands (in rodents), c-Kit, and the endothelin receptors with their ligands. Melanin itself has a wide range of bioactivities that extend far beyond its determination of hair color.",hair cycle,c-Kit
427,16103225,20393,F000001,1,"Sgk3 links growth factor signaling to maintenance of progenitor cells in the hair follicle. Tyrosine kinase growth factor receptor signaling influences proliferation, survival, and apoptosis. Hair follicles undergo cycles of proliferation and apoptotic regression, offering an excellent paradigm to study how this transition is governed. Several factors are known to affect the hair cycle, but it remains a mystery whether Akt kinases that are downstream of growth factor signaling impact this equilibrium. We now show that an Akt relative, Sgk (serum and glucocorticoid responsive kinase) 3, plays a critical role in this process. Hair follicles of mice lacking Sgk3 fail to mature normally. Proliferation is reduced, apoptosis is increased, and follicles prematurely regress. Maintenance of the pool of transiently amplifying matrix cells is impaired. Intriguingly, loss of Sgk3 resembles the gain of function of epidermal growth factor signaling. Using cultured primary keratinocytes, we find that Sgk3 functions by negatively regulating phosphatidylinositol 3 kinase signaling. Our results reveal a novel and important function for Sgk3 in controlling life and death in the hair follicle.",hair Follicle,Sgk
428,16103225,20393,F000013,1,"Sgk3 links growth factor signaling to maintenance of progenitor cells in the hair follicle. Tyrosine kinase growth factor receptor signaling influences proliferation, survival, and apoptosis. Hair follicles undergo cycles of proliferation and apoptotic regression, offering an excellent paradigm to study how this transition is governed. Several factors are known to affect the hair cycle, but it remains a mystery whether Akt kinases that are downstream of growth factor signaling impact this equilibrium. We now show that an Akt relative, Sgk (serum and glucocorticoid responsive kinase) 3, plays a critical role in this process. Hair follicles of mice lacking Sgk3 fail to mature normally. Proliferation is reduced, apoptosis is increased, and follicles prematurely regress. Maintenance of the pool of transiently amplifying matrix cells is impaired. Intriguingly, loss of Sgk3 resembles the gain of function of epidermal growth factor signaling. Using cultured primary keratinocytes, we find that Sgk3 functions by negatively regulating phosphatidylinositol 3 kinase signaling. Our results reveal a novel and important function for Sgk3 in controlling life and death in the hair follicle.",hair cycle,Sgk
